Drug1_name,Drug1_CID,Drug2_name,Drug2_CID,HSA,Bliss,Loewe,ZIP,Source_DB,DB_ID
Romidepsin,5352062,Emcyt (Pharmacia),54611422,-3.66,-3.58,-66.63,-0.63,DrugcombPortal,197509
Fludarabine Base,3367,Triethylenemelamine,5799,2.31,-0.75,-1.71,-7.88,DrugcombPortal,135846
methotrexate,126941,Eloxatin (TN) (Sanofi Synthelab),24197464,-7.11,-9.5,-7.55,-5.25,DrugcombPortal,236689
QUINACRINE HYDROCHLORIDE,6239,CISPLATINO,441203,2.97,-1.69,2.91,-7.15,DrugcombDB,278521
Darinaparsin,11683005,TCS 401,56972185,2.43,6.22,1.56,-6.66,DrugcombPortal,1240769
PACLITAXEL,36314,AZD1775,24856436,7.5,3.74,1.12,5.31,DrugcombDB,68323
ENMD-2076,16041424,Darinaparsin,11683005,-11.58,1.38,-17.23,10.11,DrugcombPortal,1418330
Lapatinib,208908,IMIQUIMOD,57469,1.5,1.53,1.9,-2.16,DrugcombPortal,227531
Dexrazoxane,71384,5-Fluoro-2'-deoxyuridine,5790,0.82,-5.28,-2.65,-5.65,DrugcombPortal,343958
Methoxsalen,4114,Thioguanine,2723601,-0.5,-0.95,-0.51,15.85,SYNERGx,246917
CHEMBL17639,1546,PIPOBROMAN,4842,-2.34,-2.68,-4.9,-5.73,DrugcombDB,225268
ABIRATERONE,132971,METHOXSALEN,4114,3.51,13.15,-6.17,6.75,DrugcombDB,348586
digitoxin,441207,Dutasteride,6918296,5.64,5.2,5.64,5.2,DrugcombPortal,126303
Lapatinib,208908,Sunitinib,5329102,-0.19,2.33,-6.1,-0.35,DrugcombPortal,159308
Panobinostat,6918837,Marizomib / Salinosporamide A,11347535,18.056,11.435,4.081,13.156,DrugcombDB,493888
PLX-4720,24180719,su6656,5312137,-6.17,4.89,-10.04,-2.02,DrugcombPortal,1347366
THIOGUANINE,2723601,CHEMBL277800,354624,-7.07,-12.66,-8.55,-16.99,DrugcombDB,366082
Lapatinib,208908,Eloxatin (TN) (Sanofi Synthelab),24197464,1.97,-0.57,1.47,-8.59,DrugcombPortal,189841
T0901317,447912,dorsomorphin,11524144,-27.8,-37.7,-18.45,-16.82,DrugcombPortal,1373840
Bendamustine hydrochloride,77082,allopurinol,135401907,-3.5,-3.23,-3.79,-0.92,DrugcombPortal,252081
VEMURAFENIB,42611257,VEMURAFENIB,42611257,-4.4,-2.42,-2.85,0.9,DrugcombDB,384648
CHEMBL277800,354624,IXABEPILONE,6445540,-0.6,-1.68,-7.44,-1.94,DrugcombDB,190201
Perifosine,148177,dorsomorphin,11524144,-9.29,-8.22,-19.03,-2.92,DrugcombPortal,1336978
carbachol,5831,memantine,4054,-0.42,-15.61,-0.42,-15.61,DrugcombPortal,108949
Axitinib,6450551,paclitaxel,36314,7.87,12.45,-24.48,12.58,DrugcombPortal,305156
ISOSORBIDE DINITRATE,6883,Tizoxanide,394397,-1.78,-16.64,-1.78,-16.64,DrugcombPortal,112373
raloxifene,5035,TOPOTECAN HYDROCHLORIDE,60699,-2.93,-1.63,-36.07,-1.45,DrugcombPortal,157753
metformin,4091,Deforolimus,11520894,-2.52,-3.39,-14.05,-5.82,DrugcombPortal,83709
paclitaxel,36314,methotrexate,126941,0.65,1.58,-14.66,1.77,DrugcombPortal,176705
Dexrazoxane,71384,Zanosar,23615975,0.47,-1.59,-3.27,-1.89,DrugcombPortal,394258
CHEMBL17639,1546,CHEMBL277800,354624,2.25,2.9,-2.06,-1.09,DrugcombPortal,239150
DAUNORUBICIN HYDROCHLORIDE,62770,CARBOPLATIN,426756,-0.58,-2.49,-9.1,-7.2,DrugcombDB,352157
PAZOPANIB HYDROCHLORIDE,11525740,CHLORAMBUCIL,2708,-2.41,0.74,-1.42,2.86,DrugcombDB,365411
THALIDOMIDE,5426,ADM HYDROCHLORIDE,32874,2.38,2.81,-31.75,2.58,DrugcombDB,440187
DOXORUBICIN,31703,ZOLINZA,5311,12.5,6.85,6.64,6.83,DrugcombDB,83257
RUFINAMIDE,129228,PROBENECID,4911,-3.91,-17.67,-3.91,-17.67,DrugcombDB,108193
MITOMYCINE,5746,AZD1775,24856436,14.95,13.59,8.88,13.6,DrugcombDB,65395
Vincristine sulfate,249332,ADM hydrochloride,32874,3.61,2.82,4.32,3.03,DrugcombPortal,441280
Nilotinib,644241,racemic-Tasocitinib,9818231,-21.41,35.24,4.57,26.67,DrugcombPortal,1313708
ENMD-2076,16041424,dorsomorphin,11524144,7.98,8.72,7.6,-0.43,DrugcombPortal,1252806
temozolomide,5394,docetaxel,148124,-5.89,0.5,-7.49,1.11,DrugcombPortal,234546
Selumetinib,10127622,219580-11-7,1401,1.52,4.88,-24.89,-3.79,DrugcombPortal,1357782
Vismodegib,24776445,Lapatinib,208908,-1.36,0.95,-2.18,-2.18,DrugcombPortal,324018
284028-89-3,135418940,EMBELIN,3218,-11.67,8.06,-19.57,8.48,DrugcombPortal,1408772
Palbociclib,5330286,Lenalidomide,216326,10.64,1.48,6.68,-0.54,DrugcombPortal,1330589
Erlotinib,176870,219580-11-7,1401,6.69,68.47,4.28,32.58,DrugcombPortal,1259869
Dovitinib,135398510,Decitabine,451668,0.2,27.21,-3.12,3.84,DrugcombPortal,1249735
Sunitinib,5329102,Veliparib,11960529,12.64,6.69,8.71,4.42,DrugcombPortal,36380
TAMOXIFEN CITRATE,2733525,EMCYT (PHARMACIA),54611422,2.16,2.3,-2.44,2.08,DrugcombDB,209593
PERHEXILINE,4746,Methylene Blue cation,4139,-2.37,-1.6,-19.23,0.77,DrugcombPortal,1467762
ACTINOMYCIN D,457193,CHEMBL277800,354624,-5.36,-4.11,-5.36,-1.03,DrugcombDB,294989
ZOLINZA,5311,SUNITINIB,5329102,4.36,-2.91,-0.54,-3.28,DrugcombDB,11473
GW 441756,9943465,EMBELIN,3218,-44.19,-47.59,-13.61,-15.2,DrugcombPortal,1285004
Zanosar,23615975,Emcyt (Pharmacia),54611422,0.46,4.58,-5.33,-1.43,DrugcombPortal,294993
ABIRATERONE,132971,ANTIBIOTIC AY 22989,5284616,4.84,4.46,4.38,1.51,DrugcombDB,312033
SF1670,9926586,GSK429286A,11373846,-3.81,-6.44,-4.3,-7.47,DrugcombPortal,1184467
VEMURAFENIB,42611257,LOMUSTINE,3950,-0.21,-1.97,-4.27,-2.47,DrugcombDB,382620
NVP-BGT226,57336745,ASR-isobudimer-SO2Ph-4-CH2OC(O)NMe2,44156902,0.472,7.92,-9.829,11.326,DrugcombDB,483661
Bexarotene,82146,BMS-536924,135440466,-62.27,-64.52,-48.62,-12.48,DrugcombPortal,1213826
"2',3'-Dideoxycytidine 5'-triphosphate",119119,VALPROIC ACID,3121,6.27,-4.43,6.27,-4.43,DrugcombPortal,110653
Vepesid J,36462,Zoledronic acid,68740,-23.39,-24.9,-29.47,-15.97,DrugcombPortal,401413
10058-F4,1271002,GSK429286A,11373846,-4.75,-5.56,-6.38,-4.69,DrugcombPortal,1177791
VISMODEGIB,24776445,CABAZITAXEL,9854073,9.44,7.85,-1.39,9.36,DrugcombDB,389657
MEGESTROL ACETATE,11683,paclitaxel,36314,2.36,3.75,-20.33,-1.36,DrugcombPortal,213086
Fingolimod,107970,Dovitinib,135398510,1.43,-1.88,-0.23,0.09,DrugcombPortal,1270082
Pazopanib hydrochloride,11525740,raloxifene,5035,4.2,5.66,3.88,1.54,DrugcombPortal,409538
teniposide,452548,Co-V,439693,-6.36,-4.07,-33.73,-9.04,DrugcombPortal,426994
PRALATREXATE,148121,PROCARBAZINE HYDROCHLORIDE,9703,0.83,3.81,0.83,1.59,DrugcombDB,194026
MRK-003,15953832,ZOLINZA,5311,6.87,5.14,0.73,4.44,DrugcombDB,4066
Vinorelbine tartrate,11607738,717906-29-1,11598628,4.46,3.08,-0.63,2.93,DrugcombPortal,452468
Vismodegib,24776445,Cardamonin,641785,13.11,2.57,10.88,0.14,DrugcombPortal,1402671
IMATINIB,5291,ELOXATIN (TN) (SANOFI SYNTHELAB),24197464,3.16,-1.6,-8.14,-11.76,DrugcombDB,159223
MILRINONE,4197,ARTEMETHER,68911,13.43,4.21,13.41,4.21,DrugcombDB,125318
Vepesid J,36462,"Azacytidine, 5-",1805,0.69,0.5,-2.21,0.34,DrugcombPortal,387761
ALTRETAMINE,2123,PROCARBAZINE HYDROCHLORIDE,9703,-5.74,9.42,-5.28,12.93,DrugcombDB,405669
Stibogluconate,16683013,dorsomorphin,11524144,-13.96,0.37,-18.41,3.35,DrugcombPortal,1367130
6-Mercaptopurine,667490,Bortezomib,387447,-5.14,-6.68,-13.98,-9.11,DrugcombPortal,210331
MK-4541,59691338,MRK-003,15953832,9.6,8.79,8.78,1.37,DrugcombDB,86387
NCGC00242478-02,57519506,Artesunate,6917864,0.59,-5.35,-2.76,-4.6,DrugcombPortal,1463847
DOXORUBICIN,31703,BEZ-235,11977753,0.7,-0.17,-0.48,0.3,DrugcombDB,57843
VANDETANIB,3081361,TEMOZOLOMIDE,5394,-2.66,-2.75,-2.75,-0.46,DrugcombDB,300385
CELECOXIB,2662,TEMOZOLOMIDE,5394,-1.16,0.06,-0.91,-0.26,DrugcombDB,215282
PI-103,9884685,Doramapimod,156422,-2.05,-0.89,-9.51,-2.28,DrugcombPortal,1186212
CABAZITAXEL,9854073,Eloxatin (TN) (Sanofi Synthelab),24197464,1.88,0.57,-4.81,-0.2,DrugcombPortal,354469
Vemurafenib,42611257,Ruxolitinib,25126798,-5.72,-3.72,-10.02,-3.19,DrugcombPortal,341824
amodiaquine,2165,lansoprazole,3883,-20.96,-33.08,-20.96,-33.08,DrugcombPortal,107135
letrozole,3902,thiotepa,5453,-8.17,-7.95,-9.33,-13.34,DrugcombPortal,191250
doxorubicin,31703,MK-1775,24856436,6.96,0.54,1.51,1.72,DrugcombPortal,83188
Vismodegib,24776445,MITHRAMYCIN,163659,8.36,7.94,9.69,6.59,DrugcombPortal,355515
CYTARABINE HYDROCHLORIDE,6252,BENDAMUSTINE HYDROCHLORIDE,77082,0.72,1.83,-14.5,-3.59,DrugcombDB,151064
Perifosine,148177,KU-55933,5278396,-47.74,14.08,,33.88,DrugcombPortal,1337867
Vinblastine sulfate,241902,Antibiotic AY 22989,5284616,-0.73,5.62,-1.49,1.9,DrugcombPortal,224996
ZM 336372,5730,SNS-032,3025986,-3.45,63.11,-18.82,31.16,DrugcombPortal,1414529
Triethylenemelamine,5799,dacarbazine,135398738,2.0,-1.62,-0.72,-5.98,DrugcombPortal,292133
DEXRAZOXANE,71384,FULVESTRANT,104741,-4.24,-5.35,-4.89,-3.46,DrugcombDB,347683
VINCRISTINE SULFATE,249332,CO-V,439693,-3.26,0.07,-23.88,1.2,DrugcombDB,237094
VISMODEGIB,24776445,NSC 85998,23615975,-5.75,-5.13,-18.07,-2.26,DrugcombDB,386518
Eptifibatide,448812,D-cycloserine,6234,5.0,-10.13,5.0,-10.13,DrugcombPortal,114032
5-FU,3385,VEMURAFENIB,42611257,-15.47,-10.0,-16.04,-2.18,DrugcombDB,362304
temozolomide,5394,Pralatrexate,148121,-1.89,-2.66,-10.16,1.28,DrugcombPortal,266426
chlorambucil,2708,Fludarabine Base,3367,-8.38,-9.46,-13.54,-4.18,DrugcombPortal,337751
Navitoclax,24978538,RAF265,11656518,43.82,91.26,40.15,67.92,DrugcombPortal,1208395
CYCLOPHOSPHAMIDE,2907,PD325901,9826528,-4.44,-2.12,-25.35,1.08,DrugcombDB,78374
TAMOXIFEN CITRATE,2733525,IFOSFAMIDE,3690,-1.07,-2.86,-0.87,-2.85,DrugcombDB,257727
FLUDARABINE BASE,3367,MITOTANE,4211,-1.13,3.17,1.05,1.28,DrugcombDB,220124
BI-78D3,2747117,su6656,5312137,5.17,4.72,4.36,2.0,DrugcombPortal,1219035
Lenalidomide,216326,Romidepsin,5352062,0.28,-2.28,-40.73,-1.19,DrugcombPortal,309614
paclitaxel,36314,7-Ethyl-10-hydroxycamptothecin,104842,0.3,-3.38,-1.36,-6.88,DrugcombPortal,194631
Rifampicin,135398735,Artemether,68911,-0.857,-0.955,-0.444,-0.567,DrugcombDB,478405
Tozasertib,5494449,Ruxolitinib,25126798,23.61,82.94,4.11,37.04,DrugcombPortal,1389110
Pazopanib,10113978,Vatalanib,151194,-4.63,17.68,-10.38,11.12,DrugcombPortal,1418985
GELDANAMYCIN,5288382,MK-8776,16224745,12.61,9.85,8.14,11.57,DrugcombDB,64971
Gefitinib,123631,methotrexate,126941,0.05,-1.94,-0.71,-1.53,DrugcombPortal,268049
Ezetimibe,150311,Aprepitant,135413536,-18.65,-28.5,-18.65,-28.5,DrugcombPortal,113710
Imiquimod,57469,Etoposide,36462,-0.63,-1.06,-0.65,15.88,SYNERGx,363210
WITHAFERIN A,265237,PANOBINOSTAT,6918837,3.14,1.63,-3.4,2.5,DrugcombDB,448470
Gentian violet cation,3468,"N-[2,6-Dimethoxy-4-methyl-5-[3-(trifluoromethyl)phenoxy]quinolin-8-yl]pentane-1,4-diamine",69401460,-2.78,-3.56,-4.71,-1.64,DrugcombPortal,1457587
MRK003,15953832,Vorinostat,5311,4.12,-2.79,0.26,-0.99,DrugcombPortal,31606
55-86-7,5935,NSC256439,42890,-4.43,-6.04,-23.13,-7.41,DrugcombPortal,442866
MITOMYCINE,5746,ZOLINZA,5311,6.86,1.27,2.02,2.61,DrugcombDB,53884
Selumetinib,10127622,Palbociclib,5330286,-0.71,-21.95,-0.25,-15.18,DrugcombPortal,1357747
5-Fluorouracil,3385,Niraparib,24958200,15.42,7.94,10.58,7.83,DrugcombPortal,2379
Lapatinib,208908,Eloxatin (TN),9887054,3.61,-3.0,-3.64,-2.95,DrugcombPortal,51296
CHEMBL3348955,73265316,berberine,2353,-0.08,-2.99,-1.44,-5.07,DrugcombPortal,1459444
MK-1775,24856436,Dinaciclib,46926350,4.41,0.52,-2.03,2.39,DrugcombPortal,73677
VINCRISTINE SULFATE,249332,DOCETAXEL,148124,-1.43,-1.19,-16.48,-0.59,DrugcombDB,199752
VINBLASTINE SULFATE,241902,IMIQUIMOD,57469,-0.94,-0.41,-0.82,-0.23,DrugcombDB,241331
digitoxin,441207,amantadine,2130,3.1,2.58,3.01,2.58,DrugcombPortal,122267
FULVESTRANT,104741,AMIFOSTINE,2141,-0.7,1.56,-0.62,1.09,DrugcombDB,279445
IFOSFAMIDE,3690,ARSENIC TRIOXIDE,14888,-5.21,-5.64,-14.33,-11.66,DrugcombDB,161674
219580-11-7,1401,GW0742,9934458,11.49,26.59,20.04,22.15,DrugcombPortal,1335556
TEMOZOLOMIDE,5394,AZACYTIDINE,9444,-11.3,5.6,-27.71,4.26,DrugcombDB,161099
RUXOLITINIB,25126798,ARSENIC TRIOXIDE,14888,-5.68,-1.95,-6.23,-0.45,DrugcombDB,394819
Carfilzomib,11556711,500-92-5,6178111,-0.61,-2.13,-1.45,-1.76,DrugcombPortal,1457476
Alisertib,24771867,Mifepristone,55245,0.907,4.521,1.41,0.433,DrugcombDB,490297
CABAZITAXEL,9854073,Eloxatin (TN) (Sanofi Synthelab),24197464,14.56,11.15,-3.58,12.09,DrugcombPortal,354480
TRIETHYLENEMELAMINE,5799,RALOXIFENE,5035,-0.82,-3.12,-0.48,-8.23,DrugcombDB,271339
LENALIDOMIDE,216326,ANASTROZOLE,2187,-6.8,-9.02,-6.86,-7.4,DrugcombDB,408659
thiotepa,5453,allopurinol,135401907,2.04,1.65,-6.37,-2.09,DrugcombPortal,132710
RUXOLITINIB,25126798,PIPOBROMAN,4842,3.37,1.81,-9.9,-5.25,DrugcombDB,418328
Co-V,439693,carmustine,2578,-3.26,-5.01,-1.93,-4.54,DrugcombPortal,184378
DOXORUBICIN,31703,L778123,216453,-6.45,-13.67,-32.44,-9.41,DrugcombDB,74116
6-Thioguanine,2723601,CYTARABINE HYDROCHLORIDE,6252,-13.62,-14.24,-19.47,-4.31,DrugcombPortal,309864
altretamine,2123,Lapatinib,208908,-0.65,4.48,-5.67,0.54,DrugcombPortal,318729
Bortezomib,387447,"001, RAD",6442177,21.88,41.51,-22.75,28.48,DrugcombPortal,1223868
34793-34-5,13988706,SORAFENIB,216239,-0.14,0.79,-0.8,-1.82,DrugcombDB,165700
bleomycin,5360373,Bortezomib,387447,3.58,-2.01,0.72,0.25,DrugcombPortal,198705
MITOMYCINE,5746,IFOSFAMIDE,3690,-0.33,-0.7,-7.17,-3.51,DrugcombDB,133308
Erlotinib,176870,nilutamide,4493,-20.1,-25.82,-22.19,-11.13,DrugcombPortal,1431279
ALTRETAMINE,2123,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,400633,0.35,1.38,-0.34,0.23,DrugcombDB,377883
781661-94-7,11178236,Tipifarnib,159324,2.29,6.72,-24.01,3.42,DrugcombPortal,1440782
NAVELBINE DITARTRATE (TN),25136944,MECHLORETHAMINE HYDROCHLORIDE,5935,0.58,-3.62,-0.05,-5.87,DrugcombDB,303761
LAPATINIB,208908,MK-4827,24958200,1.29,-3.28,-4.53,-3.3,DrugcombDB,44389
MELPHALAN HYDROCHLORIDE,9927978,FULVESTRANT,104741,-3.36,-0.41,-3.84,-1.28,DrugcombDB,363146
KX2-391,23635314,Pralatrexate,148121,-1.46,4.29,-11.81,6.9,DrugcombPortal,457440
MRK003,15953832,5-Fluorouracil,3385,-3.47,-11.51,-7.56,-11.22,DrugcombPortal,77342
Vorinostat,5311,GW2580,11617559,-7.24,-3.82,-8.24,-3.03,DrugcombPortal,1403454
raloxifene,5035,6-Mercaptopurine,667490,-0.14,-0.39,-11.16,-7.7,DrugcombPortal,176478
vincristine,5978,Pioglitazone,4829,-25.3,-30.11,15.51,-0.47,DrugcombPortal,1398507
Vismodegib,24776445,Stibogluconate,16683013,-26.73,-12.31,-19.38,-3.75,DrugcombPortal,1402151
METHOTREXATE,126941,MERCAPTOPURINE,667490,-0.67,0.02,-3.4,-8.56,DrugcombDB,214782
AXITINIB,6450551,VINBLASTINE SULFATE,241902,-0.14,-1.2,-3.29,-1.19,DrugcombDB,384271
Imatinib,5291,hydroxyurea,3657,-5.98,-6.84,-1.41,3.3,DrugcombPortal,226190
Selumetinib,10127622,Regorafenib,11167602,-4.3,-4.61,-14.3,-2.37,DrugcombPortal,1200851
PD325901,9826528,TOPOTECAN,60700,10.93,6.6,8.75,7.15,DrugcombDB,11061
MITOMYCINE,5746,CABOZANTINIB,25102847,-1.24,15.03,-5.21,15.19,DrugcombDB,455752
chloroquine,2719,niclosamide,4477,-25.27,-31.88,-25.29,-31.88,DrugcombPortal,116724
5-Fluorouracil,3385,Erlotinib,176870,1.89,-7.32,0.75,-7.51,DrugcombPortal,38845
TAMOXIFEN CITRATE,2733525,ZOLINZA,5311,-0.44,1.25,-9.01,-3.04,DrugcombDB,214161
Fulvestrant,104741,MK-2206,24964624,6.09,2.27,3.53,0.82,DrugcombPortal,1194780
MEGESTROL ACETATE,11683,PLICAMYCIN,163659,-8.63,-2.74,-8.55,3.79,DrugcombDB,360638
CYCLOPHOSPHAMIDE,2907,MK-2206,24964624,-4.18,-6.12,-8.1,-5.82,DrugcombDB,73918
gemcitabine,60750,QS11,42623900,-21.36,-24.77,-27.91,-14.65,DrugcombPortal,1280222
NABILONE,5284592,TESTOSTERONE,6013,-8.79,-19.83,-8.79,-19.83,DrugcombDB,105845
ACETAZOLAMIDE,1986,FURAZOLIDONE,5323714,1.6,-12.37,1.59,-12.37,DrugcombDB,114234
temozolomide,5394,MK-5108,24748204,0.27,-2.54,0.16,-3.29,DrugcombPortal,54673
MK-4541,59691338,mitomycin C,5746,0.41,-1.21,-23.93,0.03,DrugcombPortal,40207
Sorafenib,216239,ZM 336372,5730,-22.85,-27.0,-13.5,-10.2,DrugcombPortal,1364616
Retinoic acid,444795,anastrozole,2187,-2.15,-2.68,-0.82,-1.74,DrugcombPortal,209468
mitotane,4211,allopurinol,135401907,0.32,1.0,0.8,-0.12,DrugcombPortal,197158
CHEMBL2141644,57519507,mitomycin C,5746,-1.88,2.97,-4.72,6.94,DrugcombPortal,454816
LAPATINIB,208908,MITOTANE,4211,-0.72,0.77,-0.38,0.27,DrugcombDB,292529
Lapatinib,208908,Bortezomib,387447,4.13,3.93,-1.15,4.62,DrugcombPortal,58251
GSK-650394,25022668,ibrutinib,24821094,3.914,-6.549,2.388,-7.741,DrugcombDB,466344
IMD-0354,5081913,Pioglitazone,4829,-9.57,19.12,2.86,1.69,DrugcombPortal,1289516
VINORELBINE,5311497,ABT-888,45480520,-2.21,-4.04,-79.32,-3.43,DrugcombDB,47807
Vincristine sulfate,249332,Sunitinib,5329102,9.04,12.61,9.06,6.92,DrugcombPortal,292179
7803-88-5,96312,amifostine,2141,-12.05,0.42,-11.22,6.54,DrugcombPortal,296651
DEXAMETHASONE,5743,ZOLINZA,5311,-1.97,-1.22,-36.99,-2.03,DrugcombDB,60158
CARBOPLATIN,426756,TEMOZOLOMIDE,5394,2.89,-4.67,1.26,-4.43,DrugcombDB,7225
NILOTINIB,644241,CARMUSTINE,2578,-5.76,-4.16,-5.05,-2.1,DrugcombDB,258800
DOXORUBICIN,31703,MK-8669,11520894,8.61,-0.99,7.2,-0.95,DrugcombDB,80903
Uramustine,6194,altretamine,2123,1.08,4.09,-9.52,0.79,DrugcombPortal,397431
Crizotinib,11626560,Trisenox,14888,-3.52,0.53,-9.23,-4.06,DrugcombPortal,394605
Stibogluconate,16683013,Lenalidomide,216326,-12.58,20.91,-3.86,14.85,DrugcombPortal,1367950
DOXORUBICIN,31703,ERLOTINIB,176870,3.56,-0.83,-0.59,0.13,DrugcombDB,25931
VISMODEGIB,24776445,5-FU,3385,2.18,1.77,0.56,-3.29,DrugcombDB,430410
THIOGUANINE,2723601,EMCYT (PHARMACIA),54611422,-3.83,-3.35,-6.9,-6.68,DrugcombDB,430821
AXITINIB,6450551,ADM HYDROCHLORIDE,32874,-3.47,-2.69,-18.92,-0.79,DrugcombDB,436333
Midostaurin,9829523,Ku-0063794,16736978,7.24,19.22,11.05,18.37,DrugcombPortal,1307696
MITHRAMYCIN,163659,pipobroman,4842,-1.18,1.21,-4.18,-0.92,DrugcombPortal,250357
CHLORAMBUCIL,2708,PIPOBROMAN,4842,1.47,-0.74,0.34,-7.96,DrugcombDB,284175
HDACi-02,59783754,Methotrexate,126941,-8.837,-12.302,-18.124,-6.958,DrugcombDB,492472
6-Thioguanine,2723601,amifostine,2141,3.18,4.34,-30.79,2.15,DrugcombPortal,155110
841290-80-0,11213558,BI 2536,11364421,6.91,2.71,-3.03,-2.7,DrugcombPortal,1374723
LOMUSTINE,3950,ZOLEDRONIC ACID,68740,-2.13,-5.73,-5.72,-6.74,DrugcombDB,399437
CRIZOTINIB,11626560,ADM HYDROCHLORIDE,32874,-4.16,-2.93,-15.24,-0.99,DrugcombDB,443858
meclofenamic acid,4037,theophylline,2153,-38.44,-48.38,-38.47,-48.38,DrugcombPortal,97556
Vatalanib,151194,XL147,1893730,-5.11,27.79,-12.12,12.32,DrugcombPortal,1393809
vinorelbine,5311497,391210-10-9,9826528,0.05,-3.18,-1.83,-2.02,DrugcombPortal,84869
SF1670,9926586,GSK429286A,11373846,-3.72,11.04,-8.12,3.37,DrugcombPortal,1185493
Ezetimibe,150311,trimethoprim,5578,-6.08,-20.15,-6.08,-20.15,DrugcombPortal,106239
ZOLEDRONIC ACID,68740,HYDROXYUREA,3657,1.34,9.46,1.97,5.49,DrugcombDB,221092
GEFITINIB,123631,EMCYT (PHARMACIA),54611422,-3.24,-3.8,-4.99,-6.11,DrugcombDB,415707
geldanamycin,5288382,7-Ethyl-10-hydroxycamptothecin,104842,10.36,6.95,7.48,7.97,DrugcombPortal,67310
methotrexate,126941,MK-1775,24856436,3.96,1.65,-0.4,1.97,DrugcombPortal,42251
Zoledronic acid,68740,Bortezomib,387447,-1.76,-1.49,-38.67,2.14,DrugcombPortal,199556
Nilotinib,644241,MK-1775,24856436,-30.86,-33.87,1.58,-7.77,DrugcombPortal,1315114
ABIRATERONE,132971,SORAFENIB,216239,0.02,0.89,-5.73,0.15,DrugcombDB,312103
Navitoclax,24978538,nilutamide,4493,-23.13,-21.26,-49.55,-10.32,DrugcombPortal,1422321
Ruxolitinib,25126798,Vinblastine sulfate,241902,0.96,-1.67,0.48,-4.6,DrugcombPortal,383948
QUINACRINE HYDROCHLORIDE,6239,TOPOTECAN HYDROCHLORIDE,60699,-1.72,0.27,-38.28,-3.33,DrugcombDB,260690
VANDETANIB,3081361,MECHLORETHAMINE HYDROCHLORIDE,5935,0.25,3.7,0.88,3.11,DrugcombDB,301894
5-FU,3385,HYDROXYUREA,3657,8.39,2.61,6.81,0.84,DrugcombDB,392778
Carboplatinum,38904,MK-2206,24964624,-1.98,-5.3,-7.41,-3.97,DrugcombPortal,48264
Nithiamide,8798,Temozolomide,5394,-0.09,-0.7,-0.09,-0.7,SYNERGx,590697
23541-50-6,62770,Zoledronic acid,68740,-15.05,-14.79,-32.68,-6.57,DrugcombPortal,399665
Bortezomib,387447,Stibogluconate,16683013,-18.67,-20.36,-33.05,-7.55,DrugcombPortal,1429594
Trimetrexate,5583,Ruxolitinib,25126798,4.47,3.005,-4.597,3.278,DrugcombDB,488487
metronidazole,4173,albendazole,2082,12.47,9.89,12.43,9.89,DrugcombPortal,130968
teniposide,452548,7-Ethyl-10-hydroxycamptothecin,104842,-0.04,-5.3,-2.17,-8.05,DrugcombPortal,308251
CELECOXIB,2662,TRIETHYLENEMELAMINE,5799,-1.19,-0.17,-10.23,-7.35,DrugcombDB,203919
VEMURAFENIB,42611257,FULVESTRANT,104741,-7.24,-4.98,-7.55,0.13,DrugcombDB,371372
RUXOLITINIB,25126798,ADM HYDROCHLORIDE,32874,6.68,3.12,-15.04,-1.24,DrugcombDB,441678
AXITINIB,6450551,IFOSFAMIDE,3690,-5.22,-2.79,-5.18,0.34,DrugcombDB,356681
Sorafenib,216239,MK-1775,24856436,-8.31,-11.73,-23.11,-8.08,DrugcombPortal,1363492
RUXOLITINIB,25126798,TAMOXIFEN CITRATE,2733525,0.53,2.92,-2.5,-1.5,DrugcombDB,329812
TAMOXIFEN CITRATE,2733525,1-(5-DEOXYPENTOFURANOSYL)-5-FLUORO-4-{[(PENTYLOXY)CARBONYL]AMINO}PYRIMIDIN-2(1H)-ONE,400633,-2.52,6.21,1.68,7.36,DrugcombDB,224098
pipobroman,4842,thalidomide,5426,-5.85,-5.8,-7.99,-6.69,DrugcombPortal,193919
ROMIDEPSIN,5352062,BLEOMYCIN,5360373,0.86,6.89,-1.22,5.48,DrugcombDB,170179
MEGESTROL ACETATE,11683,GEMZAR (LILLY),356653,0.32,4.37,-14.03,-3.21,DrugcombDB,392559
doxorubicin,31703,391210-10-9,9826528,4.43,-1.8,-3.74,-2.47,DrugcombPortal,80912
Navelbine ditartrate (TN),25136944,mitotane,4211,7.12,7.1,-29.14,5.37,DrugcombPortal,341220
Daporinad,6914657,lfm-a13,54676905,-21.67,-5.5,16.85,22.32,DrugcombPortal,1274245
5-FU,3385,ALLOPURINOL,135401907,-0.87,-1.46,-3.53,1.35,DrugcombDB,390253
Trametinib,11707110,Cladribine,20279,5.84,3.02,3.51,2.45,DrugcombPortal,452240
mitotane,4211,ADM hydrochloride,32874,-0.34,-5.41,-1.51,-4.6,DrugcombPortal,433121
ETOPOSIDE,36462,BEZ-235,11977753,2.52,-6.62,-0.47,-3.71,DrugcombDB,80989
842166X,10253143,Panobinostat,6918837,3.2,7.42,-19.563,6.459,DrugcombDB,497477
MK-4541,59691338,Niraparib,24958200,-2.73,-13.68,-5.51,-9.48,DrugcombPortal,31280
ABIRATERONE,132971,5-FU,3385,-9.26,-13.96,-13.21,-8.69,DrugcombDB,429937
