cas_number,Drug_name,table_link,db_id,indication
9000-45-7,Myrrh,2254X1898,,"FDA approved only for use in food. Historically used for indigestion, ulcers, colds, cough, asthma, bronchial congestion, arthritic pain, cancer, leprosy, and syphilis. It is also used orally as a stimulant, antispasmodic, and to increase menstrual flow. Topically, myrrh is used for mild inflammation of the oral and pharyngeal mucosa, aphthous ulcers, gingivitis, chapped lips, hemorrhoids, bedsores, wounds, abrasions, furunculosis, bad breath, and loose teeth. In foods and beverages, myrrh is used as a flavoring component. In manufacturing, myrrh is used as a fragrance and fixative in cosmetics. It is also used in embalming and as incense."
569-65-3,Meclizine,2255X1629,DB00737,"For the prevention and treatment of nausea, vomiting, or dizziness associated with motion sickness."
71195-58-9,Alfentanil,2256X1631,DB00802,For the management of postoperative pain and the maintenance of general anesthesia.
195962-23-3,Corifollitropin alfa,2257X1857,,Controlled ovarian stimulation [L2273] in cases of women who are undergoing fertility treatment to stimulate the development of more than one mature egg simultaneously in the ovaries in combination with a gonadotrophin-releasing hormone (GnRH) antagonist (a type of medicine also used in fertility treatments)[L2270].
84449-90-1,Raloxifene,2258X1621,DB00481,"For the prevention and treatment of osteoporosis in post-menopausal women, as well as prevention and treatment of corticosteroid-induced bone loss. Also for the reduction in the incidence of invasive breast cancer in postmenopausal women with osteoporosis or have a high risk for developing breast cancer."
116644-53-2,Mibefradil,2259X1648,,For the treatment of angina and high blood pressure.
443913-73-3,Vandetanib,2259X1761,DB05294,"Vandetanib is currently approved as an alternative to local therapies for both unresectable and disseminated disease. Because Vandetanib can prolong the Q-T interval, it is contraindicated for use in patients with serious cardiac complications such as congenital long QT syndrome and uncompensated heart failure."
23593-75-1,Clotrimazole,2260X1614,DB00257,"For the local treatment of oropharyngeal candidiasis and vaginal yeast infections, also used in fungal infections of the skin such as ringworm, athlete's foot, and jock itch."
9041-92-3,Alpha-1-proteinase inhibitor,2261X1608,DB00058,For chronic augmentation and maintenance therapy in individuals with alpha1-proteinase inhibitor (A1-PI) deficiency and clinical evidence of emphysema.
9005-49-6,Enoxaparin,2261X1644,DB01225,"For the prophylaxis of deep vein thrombosis, which may lead to pulmonary embolism, and also for the prophylaxis of ischemic complications of unstable angina and non-Q-wave myocardial infarction, when concurrently administered with aspirin."
362-29-8,Propiomazine,2263X1628,DB00777,Propiomazine is largely used for its antihistamininc sleep inducing effects in treating insomnia.
1245916-14-6,Alirocumab,2263X1862,,Alirocumab is indicated as an adjunct to diet and maximally tolerated statin therapy in adults who require additional LDL-cholesterol (LDL-C) lowering due to heterozygous familial hypercholesterolemia or clinical atherosclerotic cardiovascular disease.
209860-87-7,Tafluprost,2264X1848,,Tafluprost is indicated for reducing elevated intraocular pressure in patients with open-angle glaucoma or ocular hypertension.
15307-86-5,Diclofenac,2265X1622,DB00586,For the acute and chronic treatment of signs and symptoms of osteoarthritis and rheumatoid arthritis.
52328-98-0,Dimethylcurcumin,2265X1774,,Investigated for use/treatment in acne and alopecia.
145733-36-4,Tasosartan,1866X1649,,Tasosartan is infrequently in the treatment of hypertension and heart failure.
170277-31-3,Infliximab,1867X1610,DB00065,"* Indicated for reducing signs and symptoms and inducing and maintaining clinical remission in adult or pediatric (≥ 6 years of age) patients with moderately to severely active **Crohn’s disease** who have had an inadequate response to conventional therapy  * Indicated for reducing the number of draining enterocutaneous and rectovaginal fistulas and maintaining fistula closure in adult patients with fistulizing **Crohn’s disease**.   * Indicated for reducing signs and symptoms, inducing and maintaining clinical remission and mucosal healing, and eliminating corticosteroid use in adult or pediatric (≥ 6 years of age) patients with moderately to severely active **ulcerative colitis** who have had an inadequate response to conventional therapy.   * Indicated for, in combination with methotrexate, reducing signs and symptoms, inhibiting the progression of structural damage, and improving physical function in patients with moderately to severely active **rheumatoid arthritis**.   * Indicated for reducing signs and symptoms in patients with active **ankylosing spondylitis**.   * Indicated for reducing signs and symptoms of active arthritis, inhibiting the progression of structural damage, and improving physical function in patients with **psoriatic arthritis**.   * Indicated for the treatment of adult patients with chronic severe (i.e., extensive and/or disabling) **plaque psoriasis** who are candidates for systemic therapy and when other systemic therapies are medically less appropriate."
84625-61-6,Itraconazole,1867X1644,DB01167,"For the treatment of the following fungal infections in immunocompromised and non-immunocompromised patients: pulmonary and extrapulmonary blastomycosis, histoplasmosis, aspergillosis, and onychomycosis."
979-32-8,Estradiol valerate,1867X1954,DB13956,"Estradiol valerate is commercially available as an intramuscular injection as the product Delestrogen and is indicated for the treatment of moderate to severe vasomotor symptoms and vulvovaginal atrophy due to menopause, for the treatment of hypoestrogenism due to hypogonadism, castration or primary ovarian failure, and for the treatment of advanced androgen-dependent carcinoma of the prostate (for palliation only).     Estradiol valerate is also available in combination with [DB09123] as the commercially available product Natazia used for the prevention of pregnancy and for the treatment of heavy menstrual bleeding."
72956-09-3,Carvedilol,1868X1643,DB01136,For the treatment of mild or moderate (NYHA class II or III) heart failure of ischemic or cardiomyopathic origin.
65899-73-2,Tioconazole,1869X1639,DB01007,For the local treatment of vulvovaginal candidiasis (moniliasis).
,Thrombin,1869X1896,,"Bovine thrombin is a topical thrombin indicated to aid hemostasis whenever oozing blood and minor bleeding from capillaries and small venules is accessible and control of bleeding by standard surgical techniques (like suture, ligature, or cautery) is ineffective or impractical [FDA Label]. Additionally, topical bovine thrombin can also be used in combination with an absorbable gelatin sponge, USP [FDA Label]."
135062-02-1,Repaglinide,1870X1636,DB00912,As an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.
16679-58-6,Desmopressin,1871X1609,DB00035,- Indicated for the treatment of nocturia due to nocturnal polyuria in adults who awaken at least 2 times per night to void (intranasal).     - Indicated as antidiuretic replacement therapy in the management of central cranial diabetes insipidus and for management of the temporary polyuria and polydipsia following head trauma or surgery in the pituitary region (intranasal/parenteral).    - Indicated for patients with hemophilia A with factor VIII coagulant activity levels greater than 5% or mild to moderate classic von Willebrand's Disease (Type I) with factor VIII levels greater than 5% during surgical procedures and postoperatively to maintain hemostasis (parenteral).
114-86-3,Phenformin,1872X1636,DB00914,For the reatment of type II diabetes mellitus.
942437-37-8,AZD-7325,1872X1955,,
54-36-4,Metyrapone,1873X1639,DB01011,Used as a diagnostic drug for testing hypothalamic-pituitary ACTH function. Occasionally used in Cushing's syndrome.
99011-02-6,Imiquimod,1874X1630,DB00724,"For the topical treatment of clinically typical, nonhyperkeratotic, nonhypertrophic actinic keratoses on the face or scalp in immunocompetent adults. Also indicated for the treatment of external genital and perianal warts/condyloma acuminata in individuals 12 years old and above."
117-39-5,Quercetin,1875X1732,DB04216,
73590-58-6,Omeprazole,1876X1618,DB00338,"Omeprazole is indicated for the treatment of duodenal ulcers, benign gastric ulcers, gastroesophageal reflux disease (GERD), heartburn and other symptoms associated with GERD, erosive esophagitis, and long-term treatment of pathological hypersecretory conditions like Zollinger-Ellison syndrome, multiple endocrine adenomas, and systemic mastocytosis."
13674-05-0,MMDA,1876X1651,,MMDA is a recreational drug. It has no current medical uses and is a Schedule I controlled substance in the USA at present.
915-30-0,Diphenoxylate,1877X1641,DB01081,For as adjunctive therapy in the management of diarrhea
9001-28-9,Coagulation Factor IX Human,1877X1946,,Factor IX is used to treat Christmas disease. Factor IX deficiency is treated by injection factor IX produced from human plasma. Tranexamic acid may be of value in patients undergoing surgery who have inherited factor IX deficiency in order to reduce the perioperative risk of bleeding.
10238-21-8,Glyburide,1878X1638,DB01016,Indicated as an adjunct to diet to lower the blood glucose in patients with NIDDM whose hyperglycemia cannot be satisfactorily controlled by diet alone.
1210344-57-2,Ertugliflozin,1878X1905,,"Ertugliflozin as a monotherapy is indicated to improve the glycemic control in adult patients with type 2 diabetes.[FDA label] Ertugliflozin, in combination with metformin hydrochloride, is indicated to improve glycemic control in patients with diabetes type 2 who are not controlled on a regimen of ertugliflozin or metformin or in patients who are already treated with both ertugliflozin and metformin.[L1134] The administration of ertugliflozin in combination with sitagliptin is indicated to improve glycemic control in adult patients with type 2 diabetes when treatment with ertugliflozin and sitagliptin is appropriate.[L1135] It is pointed out that the use of ertugliflozin has to be an adjunct therapy to the use of diet and exercise.  The type 2 diabetes mellitus is characterized by insulin resistance in muscle and liver, which results in the elevation of glucose levels in blood, or by presence of insulin deficiency. The insulin resistance is related to genetic factors, obesity, sedentary lifestyle or/and aging. This increase in the blood glucose can cause severe damage to kidney, eyes and vascular system.[A31582]"
